"MyUnknownColumn","Mat","Inns","Balls","Runs","Wkts","BBI","Ave","Econ","SR","4","5","start","end","name","country"
1237,31,4,105,64,3,"2/10",21.33,3.65,35.0,0,0,1973,1981,"AI Kallicharran","WI"
1238,2,2,102,67,3,"2/32",22.33,3.94,34.0,0,0,2008,2008,"Kamran Hussain","PAK"
1239,2,2,108,93,3,"2/62",31.0,5.16,36.0,0,0,2004,2004,"Khalid Khan","HKG"
1240,5,5,258,276,3,"2/51",92.0,6.41,86.0,0,0,2003,2003,"BL Kotze","NAM"
1241,5,5,184,131,3,"3/21",43.66,4.27,61.3,0,0,2010,2011,"BP Kruger","NL"
1242,1,1,37,26,3,"3/26",8.66,4.21,12.3,0,0,2018,2018,"DSK Madushanka","SL"
1243,26,6,120,132,3,"2/18",44.0,6.6,40.0,0,0,2017,2019,"AK Markram","SA"
1244,3,3,183,129,3,"2/35",43.0,4.22,61.0,0,0,1972,1972,"RAL Massie","AUS"
1245,3,2,108,94,3,"2/55",31.33,5.22,36.0,0,0,1975,1975,"Mehmood Quaraishy","EAf"
1246,2,2,120,131,3,"3/49",43.66,6.55,40.0,0,0,2016,2016,"JM Mennie","AUS"
1247,3,3,126,120,3,"2/69",40.0,5.71,42.0,0,0,1996,1998,"PL Mhambrey","INDIA"
1248,5,5,180,203,3,"2/32",67.66,6.76,60.0,0,0,2010,2011,"A Mithun","INDIA"
1249,4,4,222,156,3,"2/37",52.0,4.21,74.0,0,0,1980,1984,"Mohammad Nazir","PAK"
1250,6,6,162,111,3,"2/23",37.0,4.11,54.0,0,0,2007,2008,"GMC Mol","NL"
1251,6,6,336,260,3,"2/50",86.66,4.64,112.0,0,0,2011,2014,"N M'shangwe","ZIM"
1252,4,4,240,172,3,"2/40",57.33,4.3,80.0,0,0,2004,2008,"Najeeb Amar","HKG"
1253,5,5,264,257,3,"1/50",85.66,5.84,88.0,0,0,2014,2015,"Nasir Aziz","UAE"
1254,1,1,53,69,3,"3/69",23.0,7.81,17.6,0,0,2011,2011,"N Ncube","ZIM"
1255,1,1,49,31,3,"3/31",10.33,3.79,16.3,0,0,2009,2009,"RG Nijman","NL"
1256,2,2,114,124,3,"2/73",41.33,6.52,38.0,0,0,2019,2019,"D Olivier","SA"
1257,2,2,60,73,3,"3/41",24.33,7.3,20.0,0,0,2003,2003,"A Patel","CAN"
1258,3,3,122,77,3,"1/17",25.66,3.78,40.6,0,0,1975,1977,"Pervez Mir","PAK"
1259,375,5,150,104,3,"1/12",34.66,4.16,50.0,0,0,1995,2012,"RT Ponting","AUS"
1260,2,2,108,33,3,"2/13",11.0,1.83,36.0,0,0,1979,1979,"GD Porter","AUS"
1261,34,13,245,243,3,"1/7",81.0,5.95,81.6,0,0,2016,2018,"R Powell","WI"
1262,4,4,200,164,3,"2/52",54.66,4.92,66.6,0,0,1997,2001,"D Ramnarine","WI"
1263,4,4,126,96,3,"1/28",32.0,4.57,42.0,0,0,1986,1986,"SK Ranasinghe","SL"
1264,55,9,121,124,3,"1/5",41.33,6.14,40.3,0,0,2013,2019,"AT Rayudu","INDIA"
1265,66,21,306,345,3,"1/12",115.0,6.76,102.0,0,0,2014,2019,"Sabbir Rahman","BDESH"
1266,6,6,192,179,3,"1/17",59.66,5.59,64.0,0,0,1994,1996,"Saleem Raza","UAE"
1267,2,2,120,107,3,"2/49",35.66,5.35,40.0,0,0,2015,2015,"GS Sandhu","AUS"
1268,5,5,258,180,3,"2/34",60.0,4.18,86.0,0,0,2002,2003,"Sarandeep Singh","INDIA"
1269,7,4,132,121,3,"2/35",40.33,5.5,44.0,0,0,1999,1999,"KF Semple","WI"
1270,10,7,222,159,3,"2/20",53.0,4.29,74.0,0,0,1989,1993,"Shahid Saeed","PAK"
1271,3,3,110,101,3,"2/32",33.66,5.5,36.6,0,0,2019,2019,"R Shepherd","WI"
1272,25,11,204,146,3,"2/33",48.66,4.29,68.0,0,0,2014,2019,"L Siaka","PNG"
1273,127,11,267,265,3,"1/12",88.33,5.95,89.0,0,0,2003,2016,"V Sibanda","ZIM"
1274,4,3,113,94,3,"2/57",31.33,4.99,37.6,0,0,2006,2012,"D Soraine","CAN"
1275,6,2,77,54,3,"3/40",18.0,4.2,25.6,0,0,1971,1974,"KR Stackpole","AUS"
1276,1,1,72,48,3,"3/48",16.0,4.0,24.0,0,0,1979,1979,"LW Stott","NZ"
1277,3,3,132,102,3,"1/28",34.0,4.63,44.0,0,0,2000,2000,"GP Sulzberger","NZ"
1278,12,11,366,306,3,"1/21",102.0,5.01,122.0,0,0,2011,2014,"MR Swart","NL"
1279,5,5,120,88,3,"2/37",29.33,4.4,40.0,0,0,1998,1999,"AR Tait","NZ"
1280,127,4,104,94,3,"2/36",31.33,5.42,34.6,0,0,2010,2019,"HDRL Thirimanne","SL"
1281,3,3,156,144,3,"2/59",48.0,5.53,52.0,0,0,1986,1987,"JG Thomas","ENG"
1282,2,1,56,53,3,"3/53",17.66,5.67,18.6,0,0,1975,1975,"FJ Titmus","ENG"
1283,4,4,150,151,3,"1/30",50.33,6.04,50.0,0,0,2007,2007,"MS Tshabalala","SA"
1284,4,4,165,144,3,"1/15",48.0,5.23,55.0,0,0,2009,2010,"S Tyagi","INDIA"
1285,3,3,114,66,3,"1/18",22.0,3.47,38.0,0,0,1979,1979,"JN Valentine","CAN"
1286,15,3,55,69,3,"3/36",23.0,7.52,18.3,0,0,1999,2000,"Wajahatullah Wasti","PAK"
1287,4,4,164,155,3,"2/58",51.66,5.67,54.6,0,0,2011,2011,"LJ Woodcock","NZ"
1288,4,4,138,96,3,"2/31",32.0,4.17,46.0,0,0,2019,2019,"HN Ya France","NAM"
1289,30,4,138,119,3,"2/28",39.66,5.17,46.0,0,0,1978,1984,"GN Yallop","AUS"
1290,265,20,284,288,3,"1/3",96.0,6.08,94.6,0,0,2000,2015,"Younis Khan","PAK"
1291,8,7,198,137,3,"2/37",45.66,4.15,66.0,0,0,1995,1995,"Zafar Iqbal","PAK"
1292,2,2,96,61,3,"2/24",20.33,3.81,32.0,0,0,1987,1987,"Zahid Ahmed","PAK"
1293,4,4,156,154,2,"1/38",77.0,5.92,78.0,0,0,2015,2018,"Aamer Yamin","PAK"
1294,2,2,77,54,2,"2/30",27.0,4.2,38.5,0,0,2019,2019,"Aamir Kaleem","OMAN"
1295,2,2,96,49,2,"1/18",24.5,3.06,48.0,0,0,2010,2010,"Abdullah Mazari","not found"
1296,81,9,115,140,2,"1/22",70.0,7.3,57.5,0,0,2009,2017,"Ahmed Shehzad","PAK"
1297,2,2,120,73,2,"2/35",36.5,3.65,60.0,0,0,2004,2004,"Ali Asad","UAE"
1298,5,4,112,80,2,"1/22",40.0,4.28,56.0,0,0,2011,2013,"DI Allan","KENYA"
1299,5,5,242,257,2,"1/57",128.5,6.37,121.0,0,0,1996,1996,"GJAF Aponso","NL"
1300,4,4,180,115,2,"1/22",57.5,3.83,90.0,0,0,2013,2013,"Asad Ali","PAK"
1301,8,7,294,283,2,"1/31",141.5,5.77,147.0,0,0,1997,2003,"SV Bahutule","INDIA"
1302,64,3,60,68,2,"1/26",34.0,6.8,30.0,0,0,2010,2019,"A Balbirnie","IRE"
1303,3,3,144,111,2,"2/34",55.5,4.62,72.0,0,0,1998,1998,"MRCN Bandaratilleke","SL"
1304,2,2,84,52,2,"1/24",26.0,3.71,42.0,0,0,2012,2012,"MD Bates","NZ"
1305,21,6,180,124,2,"2/35",62.0,4.13,90.0,0,0,2016,2019,"S Bau","PNG"
1306,1,1,54,43,2,"2/43",21.5,4.77,27.0,0,0,2018,2018,"LS Bhandari","NEPAL"
1307,1,1,60,39,2,"2/39",19.5,3.9,30.0,0,0,2012,2012,"DR Briggs","ENG"
1308,5,3,168,117,2,"1/29",58.5,4.17,84.0,0,0,1999,1999,"JE Brinkley","SCOT"
1309,4,4,180,156,2,"2/50",78.0,5.2,90.0,0,0,1994,1994,"BS Browne","WI"
1310,4,3,168,70,2,"1/21",35.0,2.5,84.0,0,0,1979,1979,"PH Carlson","AUS"
1311,3,3,126,129,2,"1/37",64.5,6.14,63.0,0,0,2018,2019,"DL Chahar","INDIA"
1312,16,2,42,23,2,"2/14",11.5,3.28,21.0,0,0,1971,1980,"IM Chappell","AUS"
1313,2,2,112,35,2,"1/16",17.5,1.87,56.0,0,0,1977,1978,"GA Cope","ENG"
1314,3,2,52,55,2,"1/3",27.5,6.34,26.0,0,0,1985,1985,"CS Cowdrey","ENG"
1315,5,5,213,147,2,"2/25",73.5,4.14,106.5,0,0,2006,2006,"DJ Cullen","AUS"
1316,2,2,72,90,2,"2/44",45.0,7.5,36.0,0,0,2018,2018,"SM Curran","ENG"
1317,3,2,102,71,2,"2/20",35.5,4.17,51.0,0,0,2019,2019,"DDP D'Silva","UAE"
1318,4,2,72,48,2,"1/13",24.0,4.0,36.0,0,0,2012,2013,"D Daesrath","CAN"
1319,4,4,96,74,2,"2/30",37.0,4.62,48.0,0,0,2008,2010,"RR David","CAN"
1320,2,2,120,54,2,"2/36",27.0,2.7,60.0,0,0,1979,1979,"DLS de Silva","SL"
1321,4,4,162,146,2,"1/12",73.0,5.4,81.0,0,0,2006,2006,"BR Dorey","AUS"
1322,143,11,192,189,2,"1/8",94.5,5.9,96.0,0,0,2011,2019,"F du Plessis","SA"
1323,6,6,222,181,2,"1/26",90.5,4.89,111.0,0,0,1991,1994,"CE Eksteen","SA"
1324,8,4,96,67,2,"1/11",33.5,4.18,48.0,0,0,2012,2018,"D Elgar","SA"
1325,1,1,42,13,2,"2/13",6.5,1.85,21.0,0,0,2003,2003,"KADM Fernando","SL"
1326,2,1,30,22,2,"2/22",11.0,4.4,15.0,0,0,1973,1973,"MLC Foster","WI"
1327,12,1,10,10,2,"2/10",5.0,6.0,5.0,0,0,1973,1977,"RC Fredericks","WI"
1328,3,3,95,83,2,"1/26",41.5,5.24,47.5,0,0,2003,2003,"D Gamage","SL"
1329,4,3,66,88,2,"2/27",44.0,8.0,33.0,0,0,2001,2006,"WCA Ganegama","SL"
1330,7,3,51,33,2,"1/7",16.5,3.88,25.5,0,0,1986,1990,"Gazi Ashraf","BDESH"
1331,3,3,156,59,2,"1/12",29.5,2.26,78.0,0,0,1973,1975,"LR Gibbs","WI"
1332,5,5,186,116,2,"1/22",58.0,3.74,93.0,0,0,1986,1990,"Golam Faruq","BDESH"
1333,2,2,78,76,2,"2/65",38.0,5.84,39.0,0,0,2008,2008,"MS Gony","INDIA"
1334,8,6,120,76,2,"2/28",38.0,3.8,60.0,0,0,2001,2003,"TR Gripper","ZIM"
1335,5,4,120,79,2,"2/37",39.5,3.95,60.0,0,0,2010,2013,"TGJ Gruijters","NL"
1336,11,8,198,169,2,"1/21",84.5,5.12,99.0,0,0,2011,2015,"Hammad Azam","PAK"
1337,1,1,60,57,2,"2/57",28.5,5.7,30.0,0,0,2009,2009,"SM Harwood","AUS"
1338,1,1,60,32,2,"2/32",16.0,3.2,30.0,0,0,2019,2019,"R Hekure","PNG"
1339,2,2,90,53,2,"2/27",26.5,3.53,45.0,0,0,1979,1979,"CC Henry","CAN"
1340,3,3,149,125,2,"1/31",62.5,5.03,74.5,0,0,1992,1992,"O Henry","SA"
1341,7,4,60,56,2,"1/6",28.0,5.6,30.0,0,0,2016,2019,"H Hiri","PNG"
1342,2,2,126,99,2,"2/49",49.5,4.71,63.0,0,0,1985,1985,"RG Holland","AUS"
1343,185,13,240,235,2,"1/22",117.5,5.87,120.0,0,0,2004,2012,"MEK Hussey","AUS"
1344,4,4,168,122,2,"2/12",61.0,4.35,84.0,0,0,1994,1994,"AP Igglesden","ENG"
1345,1,1,48,22,2,"2/22",11.0,2.75,24.0,0,0,1993,1993,"Irfan Bhatti","PAK"
1346,5,5,234,172,2,"2/23",86.0,4.41,117.0,0,0,1986,1990,"Jahangir Shah","BDESH"
1347,3,3,102,85,2,"2/39",42.5,5.0,51.0,0,0,2008,2008,"K Jethi","CAN"
1348,4,4,208,137,2,"1/35",68.5,3.95,104.0,0,0,1975,1982,"LWS Kaluperuma","SL"
1349,39,9,174,173,2,"2/37",86.5,5.96,87.0,0,0,2004,2014,"SHT Kandamby","SL"
1350,102,10,264,225,2,"1/24",112.5,5.11,132.0,0,0,2006,2017,"CK Kapugedera","SL"
1351,3,3,126,107,2,"1/47",53.5,5.09,63.0,0,0,2014,2019,"VJ Kingma","NL"
1352,6,6,282,256,2,"1/32",128.0,5.44,141.0,0,0,2003,2003,"DB Kotze","NAM"
1353,3,3,138,139,2,"1/43",69.5,6.04,69.0,0,0,2006,2006,"GJP Kruger","SA"
1354,16,2,66,63,2,"2/40",31.5,5.72,33.0,0,0,2010,2014,"NR Kumar","CAN"
1355,2,2,84,62,2,"2/35",31.0,4.42,42.0,0,0,2019,2019,"AV Lalcheta","OMAN"
1356,3,3,188,111,2,"1/41",55.5,3.54,94.0,0,0,1977,1978,"Liaqat Ali","PAK"
1357,3,3,156,148,2,"1/45",74.0,5.69,78.0,0,0,2008,2008,"J Louw","SA"
1358,1,1,60,22,2,"2/22",11.0,2.2,30.0,0,0,1971,1971,"GD McKenzie","AUS"
1359,41,9,138,110,2,"1/7",55.0,4.78,69.0,0,0,1980,1990,"Mansoor Akhtar","PAK"
1360,5,4,132,95,2,"1/15",47.5,4.31,66.0,0,0,1994,1995,"GC Martin","ZIM"
1361,2,2,114,110,2,"1/45",55.0,5.78,57.0,0,0,2011,2011,"SC Meaker","ENG"
1362,2,2,108,78,2,"2/39",39.0,4.33,54.0,0,0,2019,2019,"KP Meiyappan","UAE"
1363,5,3,120,71,2,"1/13",35.5,3.55,60.0,0,0,2017,2017,"Mohammed Qasim","UAE"
1364,3,3,138,85,2,"1/26",42.5,3.69,69.0,0,0,1998,1998,"Morshed Ali Khan","BDESH"
1365,2,2,60,63,2,"2/49",31.5,6.3,30.0,0,0,1999,1999,"PV Mpitsang","SA"
1366,40,8,129,95,2,"1/10",47.5,4.41,64.5,0,0,2002,2013,"J Mubarak","SL"
1367,3,3,174,98,2,"1/30",49.0,3.37,87.0,0,0,1990,1991,"SP Mukherjee","INDIA"
1368,2,2,100,120,2,"2/46",60.0,7.2,50.0,0,0,2018,2018,"MG Neser","AUS"
1369,2,2,72,118,2,"1/44",59.0,9.83,36.0,0,0,2010,2010,"IA Nicolson","ZIM"
1370,2,2,132,79,2,"1/36",39.5,3.59,66.0,0,0,1977,1977,"KJ O'Keeffe","AUS"
1371,3,3,168,123,2,"1/38",61.5,4.39,84.0,0,0,1974,1976,"DR O'Sullivan","NZ"
1372,1,1,60,60,2,"2/60",30.0,6.0,30.0,0,0,2014,2014,"Parvez Rasool","INDIA"
1373,39,7,168,135,2,"1/14",67.5,4.82,84.0,0,0,2008,2014,"RR Patel","KENYA"
1374,1,1,36,50,2,"2/50",25.0,8.33,18.0,0,0,2013,2013,"R Pathan","CAN"
1375,2,2,90,76,2,"1/27",38.0,5.06,45.0,0,0,2007,2007,"J Patraj","CAN"
1376,3,3,132,135,2,"2/68",67.5,6.13,66.0,0,0,1975,1975,"HSM Pieris","SL"
1377,6,6,348,230,2,"1/32",115.0,3.96,174.0,0,0,1988,1988,"NV Radford","ENG"
1378,1,1,45,32,2,"2/32",16.0,4.26,22.5,0,0,2014,2014,"P Raho","PNG"
1379,27,7,162,170,2,"1/23",85.0,6.29,81.0,0,0,1988,1996,"WV Raman","INDIA"
1380,9,8,324,281,2,"1/21",140.5,5.2,162.0,0,0,1975,1982,"AN Ranasinghe","SL"
1381,2,2,101,98,2,"1/39",49.0,5.82,50.5,0,0,1989,1990,"NLK Ratnayake","SL"
1382,2,2,53,54,2,"2/23",27.0,6.11,26.5,0,0,2019,2019,"RA Reifer","WI"
1383,40,4,90,75,2,"1/17",37.5,5.0,45.0,0,0,1996,2003,"GJ Rennie","ZIM"
1384,3,3,138,114,2,"1/46",57.0,4.95,69.0,0,0,1991,1991,"CEB Rice","SA"
1385,2,2,66,54,2,"2/39",27.0,4.9,33.0,0,0,2013,2013,"EJ Richardson","IRE"
1386,1,1,54,69,2,"2/69",34.5,7.66,27.0,0,0,2004,2004,"Rizwan Latif","UAE"
1387,3,3,133,117,2,"1/21",58.5,5.27,66.5,0,0,2013,2013,"Robiul Islam","BDESH"
1388,3,3,138,157,2,"1/54",78.5,6.82,69.0,0,0,2018,2018,"LN Roche","ZIM"
1389,1,1,60,45,2,"2/45",22.5,4.5,30.0,0,0,2015,2015,"Rokhan Barakzai","not found"
1390,8,2,27,29,2,"2/24",14.5,6.44,13.5,0,0,1984,1984,"Saadat Ali","PAK"
1391,19,2,38,26,2,"2/20",13.0,4.1,19.0,0,0,1973,1980,"Sadiq Mohammad","PAK"
1392,1,1,60,58,2,"2/58",29.0,5.8,30.0,0,0,2019,2019,"NA Saini","INDIA"
1393,2,1,60,45,2,"2/45",22.5,4.5,30.0,0,0,1990,1990,"Sajjad Akbar","PAK"
1394,2,2,102,95,2,"2/30",47.5,5.58,51.0,0,0,1978,1978,"RB Simpson","AUS"
1395,4,2,36,28,2,"2/8",14.0,4.66,18.0,0,0,1984,1984,"CL Smith","ENG"
1396,2,2,78,79,2,"2/52",39.5,6.07,39.0,0,0,1994,1994,"Sohail Butt","UAE"
1397,2,1,60,76,2,"2/76",38.0,7.6,30.0,0,0,2004,2004,"RW Staple","USA"
1398,10,7,252,206,2,"1/18",103.0,4.9,126.0,0,0,2000,2000,"PC Strydom","SA"
1399,150,2,84,61,2,"2/42",30.5,4.35,42.0,0,0,2001,2012,"T Taibu","ZIM"
1400,2,2,60,83,2,"1/38",41.5,8.3,30.0,0,0,2011,2011,"Tanvir Ahmed","PAK"
1401,21,1,7,11,2,"2/11",5.5,9.42,3.5,0,0,2009,2013,"DC Thomas","WI"
1402,2,2,114,110,2,"1/46",55.0,5.78,57.0,0,0,1997,1997,"PIC Thompson","WI"
1403,82,5,120,97,2,"2/15",48.5,4.85,60.0,0,0,1993,2002,"GP Thorpe","ENG"
1404,68,10,183,166,2,"2/31",83.0,5.44,91.5,0,0,2009,2013,"IJL Trott","ENG"
1405,1,1,48,41,2,"2/41",20.5,5.12,24.0,0,0,1998,1998,"CM Tuckett","WI"
1406,11,2,31,18,2,"1/0",9.0,3.48,15.5,0,0,2002,2004,"M van Jaarsveld","SA"
1407,1,1,60,36,2,"2/36",18.0,3.6,30.0,0,0,1988,1988,"M Venkataramana","INDIA"
1408,2,2,30,14,2,"2/6",7.0,2.8,15.0,0,0,2019,2019,"C Viljoen","NAM"
1409,2,2,120,117,2,"1/53",58.5,5.85,60.0,0,0,2003,2003,"KP Walmsley","NZ"
1410,2,1,48,28,2,"2/28",14.0,3.5,24.0,0,0,1972,1972,"GD Watson","AUS"
1411,4,1,42,28,2,"2/28",14.0,4.0,21.0,0,0,2010,2011,"DS Wesonga","KENYA"
1412,2,2,90,99,2,"1/43",49.5,6.6,45.0,0,0,2007,2007,"RK Whelan","IRE"
1413,3,3,168,148,2,"2/39",74.0,5.28,84.0,0,0,2000,2003,"CM Willoughby","SA"
1414,4,4,160,139,2,"1/23",69.5,5.21,80.0,0,0,2015,2019,"Yamin Ahmadzai","not found"
1415,1,1,60,54,2,"2/54",27.0,5.4,30.0,0,0,2015,2015,"Zafar Gohar","PAK"
1416,2,2,120,94,2,"1/37",47.0,4.7,60.0,0,0,2011,2011,"Zahid Hussain","CAN"
1417,1,1,30,35,2,"2/35",17.5,7.0,15.0,0,0,2009,2009,"MZ Zahir","CAN"
1418,1,1,60,55,2,"2/55",27.5,5.5,30.0,0,0,2019,2019,"Zahir Khan","not found"
1419,2,2,88,38,1,"1/32",38.0,2.59,88.0,0,0,1977,1978,"Aamer Hameed","PAK"
1420,1,1,30,25,1,"1/25",25.0,5.0,30.0,0,0,2014,2014,"SA Abbott","AUS"
1421,1,1,30,39,1,"1/39",39.0,7.8,30.0,0,0,1999,1999,"Ahmed Kamal","BDESH"
1422,6,3,78,51,1,"1/19",51.0,3.92,78.0,0,0,2018,2019,"DS Airee","NEPAL"
1423,2,2,114,98,1,"1/45",98.0,5.15,114.0,0,0,2011,2011,"GW Aldridge","NZ"
1424,1,1,30,23,1,"1/23",23.0,4.6,30.0,0,0,2019,2019,"Ali Khan","USA"
1425,1,1,30,33,1,"1/33",33.0,6.6,30.0,0,0,1999,1999,"Aminul Islam jnr","BDESH"
1426,4,3,102,105,1,"1/5",105.0,6.17,102.0,0,0,2004,2008,"Arshad Ali","UAE"
1427,6,6,198,198,1,"1/25",198.0,6.0,198.0,0,0,1994,1996,"Arshad Laeeq","UAE"
1428,4,4,102,103,1,"1/43",103.0,6.05,102.0,0,0,1986,1987,"B Arun","INDIA"
1429,2,2,54,40,1,"1/25",40.0,4.44,54.0,0,0,2004,2004,"Asim Saeed","UAE"
1430,1,1,60,83,1,"1/83",83.0,8.3,60.0,0,0,2016,2016,"KMC Bandara","SL"
1431,3,1,12,10,1,"1/10",10.0,5.0,12.0,0,0,2019,2019,"Basil Hameed","UAE"
1432,50,2,30,21,1,"1/17",21.0,4.2,30.0,0,0,1993,1996,"Basit Ali","PAK"
1433,2,2,102,102,1,"1/60",102.0,6.0,102.0,0,0,2017,2017,"RR Beaton","WI"
1434,2,2,72,47,1,"1/22",47.0,3.91,72.0,0,0,1994,1995,"JE Benjamin","ENG"
1435,5,1,6,5,1,"1/5",5.0,5.0,6.0,0,0,2019,2019,"K Birkenstock","NAM"
1436,14,2,30,34,1,"1/7",34.0,6.8,30.0,0,0,1982,1986,"BR Blair","NZ"
1437,1,1,66,39,1,"1/39",39.0,3.54,66.0,0,0,1974,1974,"GK Bose","INDIA"
1438,1,1,66,41,1,"1/41",41.0,3.72,66.0,0,0,1978,1978,"BP Bracewell","NZ"
1439,10,5,152,140,1,"1/56",140.0,5.52,152.0,0,0,2016,2017,"KC Brathwaite","WI"
1440,3,2,66,75,1,"1/24",75.0,6.81,66.0,0,0,1988,1988,"VR Brown","NZ"
1441,3,2,36,26,1,"1/21",26.0,4.33,36.0,0,0,2018,2019,"DE Budge","SCOT"
1442,26,3,74,69,1,"1/10",69.0,5.59,74.0,0,0,1973,1981,"MG Burgess","NZ"
1443,2,2,54,26,1,"1/14",26.0,2.88,54.0,0,0,1979,1979,"RG Callender","CAN"
1444,26,4,100,129,1,"1/34",129.0,7.74,100.0,0,0,2006,2009,"LOB Cann","BMUDA"
1445,2,2,60,49,1,"1/34",49.0,4.9,60.0,0,0,2009,2009,"SJ Chalmers","SCOT"
1446,18,4,80,48,1,"1/1",48.0,3.6,80.0,0,0,2006,2009,"S Chattergoon","WI"
1447,2,2,66,50,1,"1/36",50.0,4.54,66.0,0,0,2013,2013,"MT Chinouya","ZIM"
1448,59,7,179,203,1,"1/35",203.0,6.8,179.0,0,0,2008,2019,"KJ Coetzer","SCOT"
1449,3,2,30,13,1,"1/1",13.0,2.6,30.0,0,0,2006,2006,"MJ Cosgrove","AUS"
1450,2,2,102,121,1,"1/57",121.0,7.11,102.0,0,0,2018,2018,"CJ Dala","SA"
1451,3,3,112,121,1,"1/40",121.0,6.48,112.0,0,0,2009,2010,"Dawlat Ahmadzai","not found"
1452,34,1,6,2,1,"1/2",2.0,2.0,6.0,0,0,2006,2013,"TN de Grooth","NL"
1453,3,2,23,15,1,"1/3",15.0,3.91,23.0,0,0,2018,2019,"BFW de Leede","NL"
1454,13,3,66,60,1,"1/24",60.0,5.45,66.0,0,0,2009,2019,"JL Denly","ENG"
1455,3,3,150,160,1,"1/74",160.0,6.4,150.0,0,0,2016,2016,"R Dhawan","INDIA"
1456,350,2,36,31,1,"1/14",31.0,5.16,36.0,0,0,2004,2019,"MS Dhoni","INDIA"
1457,1,1,42,60,1,"1/60",60.0,8.57,42.0,0,0,2008,2008,"PS Eaglestone","IRE"
1458,6,1,6,5,1,"1/5",5.0,5.0,6.0,0,0,1976,1981,"GN Edwards","NZ"
1459,6,2,73,53,1,"1/27",53.0,4.35,73.0,0,0,2004,2010,"Faisal Hossain","BDESH"
1460,46,7,135,111,1,"1/19",111.0,4.93,135.0,0,0,2017,2019,"Fakhar Zaman","PAK"
1461,1,1,18,16,1,"1/16",16.0,5.33,18.0,0,0,1989,1989,"TL Fernando","SL"
1462,280,3,29,28,1,"1/8",28.0,5.79,29.0,0,0,1994,2007,"SP Fleming","NZ"
1463,7,5,179,128,1,"1/33",128.0,4.29,179.0,0,0,2007,2008,"MJ Fourie","IRE"
1464,2,2,72,67,1,"1/51",67.0,5.58,72.0,0,0,2004,2004,"AN French","HKG"
1465,15,1,48,39,1,"1/39",39.0,4.87,48.0,0,0,1975,1987,"AD Gaekwad","INDIA"
1466,1,1,30,20,1,"1/20",20.0,4.0,30.0,0,0,1997,1997,"D Ganesh","INDIA"
1467,1,1,36,50,1,"1/50",50.0,8.33,36.0,0,0,2009,2009,"TN Garwe","ZIM"
1468,11,2,72,74,1,"1/56",74.0,6.16,72.0,0,0,2004,2004,"RS Gavaskar","INDIA"
1469,108,4,20,25,1,"1/10",25.0,7.5,20.0,0,0,1974,1987,"SM Gavaskar","INDIA"
1470,1,1,60,37,1,"1/37",37.0,3.7,60.0,0,0,2019,2019,"BD Glover","NL"
1471,3,2,36,35,1,"1/24",35.0,5.83,36.0,0,0,1983,1983,"Y Goonasekera","SL"
1472,3,2,22,51,1,"1/32",51.0,13.9,22.0,0,0,1996,1996,"EL Gouka","NL"
1473,1,1,30,40,1,"1/40",40.0,8.0,30.0,0,0,2002,2002,"VD Grandia","NL"
1474,128,2,60,45,1,"1/21",45.0,4.5,60.0,0,0,1975,1991,"CG Greenidge","WI"
1475,2,2,78,60,1,"1/41",60.0,4.61,78.0,0,0,2011,2011,"RD Gudhka","KENYA"
1476,111,6,175,142,1,"1/31",142.0,4.86,175.0,0,0,1995,2007,"Habibul Bashar","BDESH"
1477,2,2,108,143,1,"1/76",143.0,7.94,108.0,0,0,2005,2005,"LJ Hamilton","NZ"
1478,1,1,54,41,1,"1/41",41.0,4.55,54.0,0,0,1972,1972,"JR Hammond","AUS"
1479,1,1,30,28,1,"1/28",28.0,5.6,30.0,0,0,1992,1992,"MJ Haslam","NZ"
1480,22,4,114,119,1,"1/25",119.0,6.26,114.0,0,0,2006,2009,"DL Hemp","BMUDA"
1481,4,3,126,106,1,"1/50",106.0,5.04,126.0,0,0,2019,2019,"BE Hendricks","SA"
1482,18,3,42,47,1,"1/13",47.0,6.71,42.0,0,0,2018,2019,"RR Hendricks","SA"
1483,25,3,66,51,1,"1/17",51.0,4.63,66.0,0,0,2005,2007,"BJ Hodge","AUS"
1484,39,3,29,28,1,"1/2",28.0,5.79,29.0,0,0,1977,1986,"DW Hookes","AUS"
1485,63,1,12,19,1,"1/19",19.0,9.5,12.0,0,0,1983,1997,"DL Houghton","ZIM"
1486,4,4,138,101,1,"1/31",101.0,4.39,138.0,0,0,2015,2019,"Iftikhar Ahmed","PAK"
1487,2,2,30,25,1,"1/9",25.0,5.0,30.0,0,0,1997,1997,"Ijaz Ahmed jnr","PAK"
1488,79,4,49,48,1,"1/3",48.0,5.87,49.0,0,0,1999,2009,"Imran Nazir","PAK"
1489,2,2,54,62,1,"1/40",62.0,6.88,54.0,0,0,1996,1996,"F Jansen","NL"
1490,1,1,36,21,1,"1/21",21.0,3.5,36.0,0,0,2005,2005,"PS Jayaprakashdaran","SL"
1491,10,4,108,93,1,"1/23",93.0,5.16,108.0,0,0,1983,1983,"TE Jesty","ENG"
1492,4,4,150,115,1,"1/28",115.0,4.6,150.0,0,0,2004,2007,"Joginder Sharma","INDIA"
1493,2,2,60,69,1,"1/26",69.0,6.9,60.0,0,0,2004,2004,"HR Johnson","USA"
1494,14,4,120,90,1,"1/26",90.0,4.5,120.0,0,0,2006,2010,"S Jyoti","CAN"
